"","Subject","Activity","Measure","mean_or_standarddeviation","MeanValue"
"10346",15,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.966228648305085
"10347",15,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.971282183584906
"10348",15,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.543997593703704
"10349",15,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.3436733
"10350",15,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.523744300833333
"10351",16,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.985730995857143
"10352",16,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.964270052318841
"10353",16,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.983527402051282
"10354",16,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.403219791372549
"10355",16,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.521100818723404
"10356",16,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.387309489901961
"10357",17,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.978357126056338
"10358",17,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.9809696453125
"10359",17,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.986725274871795
"10360",17,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.438768699508197
"10361",17,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.540949520217391
"10362",17,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.2778914704375
"10363",18,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.986483048153846
"10364",18,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.98279727631579
"10365",18,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.974822589589041
"10366",18,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.54840977125
"10367",18,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.543996110545454
"10368",18,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.466022431206897
"10369",19,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.975417523855422
"10370",19,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.967869249178082
"10371",19,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.963212791780822
"10372",19,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.220271190807692
"10373",19,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.215892226769231
"10374",19,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.207498123525
"10375",20,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.974995267058824
"10376",20,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.949176822121212
"10377",20,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.914872014383562
"10378",20,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.264957205764706
"10379",20,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",0.0183050845333333
"10380",20,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",0.095476833245098
"10381",21,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.983270707333333
"10382",21,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.979130678470588
"10383",21,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.963124572134831
"10384",21,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.385505359038462
"10385",21,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.450772139111111
"10386",21,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",0.0130916351042553
"10387",22,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.936965638611111
"10388",22,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.951045695483871
"10389",22,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.963652778888889
"10390",22,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.253173876956522
"10391",22,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.377319033611111
"10392",22,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.222431794690476
"10393",23,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.98531784125
"10394",23,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.961914054264706
"10395",23,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.9642499225
"10396",23,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.287820868152542
"10397",23,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.305896699222222
"10398",23,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.0822521122215686
"10399",24,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.983602745694445
"10400",24,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.972851787647059
"10401",24,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.972688652173913
"10402",24,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.453337858448276
"10403",24,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.573281905454545
"10404",24,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.311996408983051
"10405",25,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.915467504246575
"10406",25,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.974172870615385
"10407",25,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.974982088108108
"10408",25,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.603544209459459
"10409",25,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.506738306724138
"10410",25,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.601112612153846
"10411",26,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.971789046710526
"10412",26,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.968266666923077
"10413",26,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.977351005
"10414",26,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.426232090508475
"10415",26,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.434482187
"10416",26,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.362052183090909
"10417",27,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.980096438108108
"10418",27,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.977595519142857
"10419",27,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.983105048875
"10420",27,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.297847512280702
"10421",27,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.367816046590909
"10422",27,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.183508696647059
"10423",28,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.966312024
"10424",28,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.961561036111111
"10425",28,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.932039083037975
"10426",28,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.308243390425926
"10427",28,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.416505886304348
"10428",28,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.22624337505098
"10429",29,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.976858964492754
"10430",29,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.972912517166667
"10431",29,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.984714226461538
"10432",29,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.494117483018868
"10433",29,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.416165845833333
"10434",29,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.444153056530612
"10435",30,"LAYING","FastFourierTransformBodyGyroscope","standarddeviation",-0.972199238
"10436",30,"SITTING","FastFourierTransformBodyGyroscope","standarddeviation",-0.95730868516129
"10437",30,"STANDING","FastFourierTransformBodyGyroscope","standarddeviation",-0.935176884915254
"10438",30,"WALKING","FastFourierTransformBodyGyroscope","standarddeviation",-0.237941473615385
"10439",30,"WALKING_DOWNSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.371541476129032
"10440",30,"WALKING_UPSTAIRS","FastFourierTransformBodyGyroscope","standarddeviation",-0.253427074984615
"10441",1,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.8617676481
"10442",1,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.947782922553192
"10443",1,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.985356361132075
"10444",1,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.128623450629474
"10445",1,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.0965845343040816
"10446",1,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.352395944716981
"10447",2,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.975110196458333
"10448",2,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.96127374826087
"10449",2,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.964052166481482
"10450",2,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.324289427932203
"10451",2,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.293424826591489
"10452",2,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.14531853915625
"10453",3,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.96552427516129
"10454",3,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.904185725576923
"10455",3,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.926968932295082
"10456",3,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.290031535172414
"10457",3,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.0289413195612245
"10458",3,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.315866079491525
"10459",4,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.939389701296296
"10460",4,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.929002095
"10461",4,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.917614014821429
"10462",4,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.450804558333333
"10463",4,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.01907433524
"10464",4,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.276825498230769
"10465",5,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.962234984038462
"10466",5,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.936290604545455
"10467",5,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.9046413925
"10468",5,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.304992488892857
"10469",5,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.155742168808511
"10470",5,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.169261525
"10471",6,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.91235165222807
"10472",6,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.935750391272727
"10473",6,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.945949804035088
"10474",6,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.201386607649123
"10475",6,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.395958034583333
"10476",6,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.0819479396203922
"10477",7,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.927976880634615
"10478",7,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.90895677625
"10479",7,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.945611450377358
"10480",7,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.151243649578947
"10481",7,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.218911066191489
"10482",7,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.378618761568627
"10483",8,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.932279645518518
"10484",8,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.947981783478261
"10485",8,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.953746070740741
"10486",8,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.09521728274375
"10487",8,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.301626757315789
"10488",8,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.13026451905122
"10489",9,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.9266042952
"10490",9,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.8977181972
"10491",9,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.946330171777778
"10492",9,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.318801022711538
"10493",9,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.222203941
"10494",9,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.372890348979592
"10495",10,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.950848109137931
"10496",10,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.955281010740741
"10497",10,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.9401101675
"10498",10,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.0930237422792453
"10499",10,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.220115703368421
"10500",10,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.166866721574468
"10501",11,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.973994004561404
"10502",11,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.953066009056604
"10503",11,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.982255413617021
"10504",11,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.458514062542373
"10505",11,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.0902807576630435
"10506",11,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.336061027407407
"10507",12,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.9438674399
"10508",12,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.955944253137255
"10509",12,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.945217802786885
"10510",12,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.153116002784
"10511",12,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.148017269434783
"10512",12,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.290005418653846
"10513",13,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.959535493548387
"10514",13,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.956901559653061
"10515",13,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.972393559473684
"10516",13,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.23460086645614
"10517",13,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.0528791880659574
"10518",13,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.367522800909091
"10519",14,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.899463668843137
"10520",14,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.940589853333333
"10521",14,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.949715059833333
"10522",14,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.373516771016949
"10523",14,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.471905155133333
"10524",14,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.0759851813333333
"10525",15,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.956001034027778
"10526",15,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.949752001322034
"10527",15,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.960337344339623
"10528",15,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.275156242062037
"10529",15,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.331150229285714
"10530",15,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.165242147958333
"10531",16,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.968020521285714
"10532",16,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.958335480724638
"10533",16,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.971082558076923
"10534",16,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.410463241960784
"10535",16,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.114032088546809
"10536",16,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.370649738235294
"10537",17,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.961046326338028
"10538",17,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.973626755
"10539",17,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.980967748205128
"10540",17,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.429380043442623
"10541",17,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.0580680522108696
"10542",17,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.150305643291667
"10543",18,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.986788412
"10544",18,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.984781467192982
"10545",18,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.976797646027397
"10546",18,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.424386734107143
"10547",18,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.241973534781818
"10548",18,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.436561064482759
"10549",19,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.971957401325301
"10550",19,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.962632577945206
"10551",19,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.968910788767123
"10552",19,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",0.0322272296217308
"10553",19,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.586637550769231
"10554",19,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.07962876322
"10555",20,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.952827071323529
"10556",20,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.946913451666667
"10557",20,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.921225595205479
"10558",20,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.00353341793921569
"10559",20,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.151887747217778
"10560",20,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.205009295196078
"10561",21,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.953769071222222
"10562",21,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.974829227058824
"10563",21,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.962291334157303
"10564",21,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.251266388923077
"10565",21,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.239895893822222
"10566",21,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.257894449148936
"10567",22,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.929818990972222
"10568",22,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.943078237096774
"10569",22,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.949044483015873
"10570",22,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.0241584964891304
"10571",22,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.155526858911111
"10572",22,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.0866905123880952
"10573",23,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.967747053194444
"10574",23,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.945837830147059
"10575",23,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.957986177058823
"10576",23,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.0942606311677966
"10577",23,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.364829993351852
"10578",23,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.231382662235294
"10579",24,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.973171068055556
"10580",24,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.968905031470588
"10581",24,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.960066088115942
"10582",24,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.434618912068966
"10583",24,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.0231701626603636
"10584",24,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.322300989322034
"10585",25,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.774481943616438
"10586",25,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.967017992615385
"10587",25,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.972355393243243
"10588",25,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.566060023108108
"10589",25,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.288154787517241
"10590",25,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.527907561538462
"10591",26,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.969269114078947
"10592",26,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.952411043717949
"10593",26,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.970605250405405
"10594",26,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.379836742711864
"10595",26,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.075101684668
"10596",26,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.167566383372727
"10597",27,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.981389017702703
"10598",27,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.974766466714286
"10599",27,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.973186182375
"10600",27,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.327229405789474
"10601",27,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.149816459227273
"10602",27,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.393928937058824
"10603",28,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.961035587625
"10604",28,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.953928124027778
"10605",28,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.929146479367089
"10606",28,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.352156841666667
"10607",28,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.188840007695652
"10608",28,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.213519364760784
"10609",29,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.986800645362319
"10610",29,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.973346531833333
"10611",29,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.984548094769231
"10612",29,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.235683305566038
"10613",29,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.115973968158333
"10614",29,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.108306402963265
"10615",30,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.962840820428571
"10616",30,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.959923388064516
"10617",30,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.932047450677966
"10618",30,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.342363772923077
"10619",30,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",0.00410151034354839
"10620",30,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","mean",-0.400588353846154
"10621",1,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.7983009404
"10622",1,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.928444801702128
"10623",1,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.982313804716981
"10624",1,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.398032586842105
"10625",1,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.186530301073469
"10626",1,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.416260101509434
